gt_x,gt_y,gt_psi,gt_v,f_x,f_y,f_psi,f_v,e_x,e_y,e_psi,e_v
30.547,30.547,0.785398,2,30.9038,30.0438,0.784804,1.77187,-0.356791,0.5032,0.000594515,0.228126
30.6884,30.6884,0.785398,2,30.423,30.4351,0.784815,1.76506,0.265472,0.253341,0.000583366,0.234936
30.8299,30.8299,0.785398,2,30.5445,30.7577,0.784948,1.86134,0.285373,0.0721358,0.000450271,0.138656
30.9713,30.9713,0.785398,2,31.0516,30.974,0.78491,2.13026,-0.0803193,-0.00273696,0.000488074,-0.130257
31.1127,31.1127,0.785398,2,30.7287,31.3699,0.7846,2.03206,0.383966,-0.257182,0.00079768,-0.0320633
31.2541,31.2541,0.785398,2,30.8256,31.5293,0.784419,2.13765,0.428517,-0.275144,0.000978853,-0.137648
31.3955,31.3955,0.785398,2,30.97,31.4268,0.784159,2.01964,0.425548,-0.0312654,0.00123881,-0.0196438
31.537,31.537,0.785398,2,30.3703,31.7206,0.783862,0.949068,1.16663,-0.183615,0.00153575,1.05093
31.6784,31.6784,0.785398,2,30.7052,31.9203,0.783909,1.28754,0.973153,-0.241945,0.00148903,0.712456
31.8198,31.8198,0.785398,2,31.4562,32.1003,0.784048,1.76362,0.363579,-0.280532,0.00135036,0.236377
31.9612,31.9612,0.785398,2,31.3208,32.0664,0.783949,1.40518,0.640441,-0.10514,0.00144938,0.594824
32.1026,32.1026,0.785398,2,32.2259,32.0599,0.783929,1.85305,-0.123276,0.0427936,0.00146926,0.146945
32.2441,32.2441,0.785398,2,32.2958,31.902,0.784024,1.76269,-0.0517355,0.342079,0.00137448,0.237306
32.3855,32.3855,0.785398,2,32.8421,32.1594,0.784016,1.89295,-0.456626,0.226049,0.00138246,0.107049
32.5269,32.5269,0.785398,2,32.8119,32.6702,0.784263,2.17857,-0.284999,-0.143293,0.0011349,-0.178565
32.6683,32.6683,0.785398,2,32.1659,32.3055,0.784005,1.70373,0.502432,0.362784,0.00139365,0.296267
32.8098,32.8098,0.785398,2,32.5559,32.8123,0.784032,1.82512,0.253875,-0.00252849,0.00136606,0.174884
32.9512,32.9512,0.785398,2,33.0158,33.2361,0.784304,2.01242,-0.0646365,-0.284926,0.00109377,-0.0124219
33.0926,33.0926,0.785398,2,33.2799,33.4449,0.784292,2.03179,-0.187282,-0.352263,0.00110649,-0.0317866
33.234,33.234,0.785398,2,33.3684,33.7109,0.784096,1.96783,-0.134356,-0.476907,0.00130175,0.0321663
33.3754,33.3754,0.785398,2,33.4429,33.6557,0.784087,1.8252,-0.0674404,-0.280291,0.00131086,0.1748
33.5169,33.5169,0.785398,2,33.4828,33.3325,0.784036,1.64224,0.0340874,0.184377,0.00136179,0.357762
33.6583,33.6583,0.785398,2,33.3907,33.4439,0.784042,1.6675,0.267612,0.214348,0.0013564,0.332504
33.7997,33.7997,0.785398,2,33.5716,33.5921,0.78419,1.76974,0.228062,0.207629,0.0012077,0.230262
33.9411,33.9411,0.785398,2,33.97,33.6244,0.784093,1.71148,-0.0288881,0.316768,0.00130564,0.288518
34.0825,34.0825,0.785398,2,34.3308,34.0991,0.784245,1.59365,-0.248251,-0.0165537,0.00115302,0.406346
34.224,34.224,0.785398,2,34.7304,34.1565,0.784174,1.26302,-0.506463,0.0674296,0.00122411,0.736983
34.3654,34.3654,0.785398,2,34.3908,34.263,0.784207,1.14637,-0.0254531,0.102392,0.00119117,0.853632
34.5068,34.5068,0.785398,2,34.6179,34.6034,0.784181,1.41409,-0.111125,-0.096568,0.00121745,0.585907
34.6482,34.6482,0.785398,2,34.9917,35.0353,0.784088,1.50423,-0.343504,-0.387116,0.00131015,0.495765
34.7897,34.7897,0.785398,2,34.6625,35.0389,0.784295,1.42139,0.12712,-0.249266,0.00110338,0.578613
34.9311,34.9311,0.785398,2,34.8092,34.892,0.784358,1.39611,0.121873,0.0390783,0.00103994,0.603891
35.0725,35.0725,0.785398,2,35.2994,35.2327,0.784245,1.63661,-0.226891,-0.160249,0.00115293,0.363394
35.2139,35.2139,0.785398,2,35.1109,35.1562,0.784282,1.53843,0.102985,0.0576716,0.0011165,0.461571
35.3553,35.3553,0.785398,2,35.3143,35.6196,0.784258,1.65183,0.0410422,-0.264282,0.00113999,0.348167
35.4968,35.4968,0.785398,2,35.6032,35.5768,0.78414,1.61145,-0.106409,-0.0800366,0.00125785,0.388549
35.6382,35.6382,0.785398,2,35.3146,35.7324,0.784102,1.57056,0.323597,-0.0942539,0.00129651,0.429441
35.7796,35.7796,0.785398,2,35.6926,36.1468,0.784155,1.70366,0.0869635,-0.367211,0.00124324,0.296341
35.921,35.921,0.785398,2,36.0554,35.9347,0.784233,1.81324,-0.134425,-0.0136515,0.00116548,0.186763
36.0624,36.0624,0.785398,2,36.1449,36.1383,0.78419,1.76511,-0.0824356,-0.0758854,0.00120768,0.23489
36.2039,36.2039,0.785398,2,36.1489,36.1178,0.784037,1.82074,0.0549521,0.0860487,0.00136087,0.17926
36.3453,36.3453,0.785398,2,36.2265,36.2668,0.783948,1.8179,0.118767,0.0784451,0.00145029,0.182098
36.4867,36.4867,0.785398,2,36.6853,36.4529,0.78384,1.81197,-0.198618,0.0338505,0.00155842,0.188028
36.6281,36.6281,0.785398,2,36.6253,36.7284,0.783804,1.75413,0.00280322,-0.100253,0.00159455,0.245874
36.7696,36.7696,0.785398,2,36.77,36.8155,0.783851,1.66509,-0.000397646,-0.0459224,0.00154686,0.334909
36.911,36.911,0.785398,2,36.5829,37.221,0.78392,1.65573,0.328119,-0.310075,0.00147849,0.344268
37.0524,37.0524,0.785398,2,36.4658,37.5459,0.783909,1.45193,0.586596,-0.493487,0.00148916,0.548072
37.1938,37.1938,0.785398,2,36.8231,37.3787,0.783864,1.29264,0.370723,-0.184849,0.00153369,0.707363
37.3352,37.3352,0.785398,2,36.6416,37.3243,0.783886,1.2147,0.69359,0.0109188,0.00151198,0.785299
37.4767,37.4767,0.785398,2,37.0219,37.1218,0.783935,1.14058,0.454715,0.354819,0.00146348,0.859418
37.6181,37.6181,0.785398,2,37.4911,37.254,0.783962,1.21217,0.126961,0.364079,0.00143647,0.787833
37.7595,37.7595,0.785398,2,37.4789,37.8313,0.783776,1.34648,0.280613,-0.0717919,0.00162223,0.653524
37.9009,37.9009,0.785398,2,37.3854,37.7311,0.783744,1.2654,0.515479,0.169842,0.0016543,0.734604
38.0423,38.0423,0.785398,2,37.3211,37.4245,0.78368,1.11462,0.721251,0.617889,0.00171774,0.88538
38.1838,38.1838,0.785398,2,37.6336,37.5359,0.783626,1.17198,0.550122,0.64784,0.00177217,0.828023
38.3252,38.3252,0.785398,2,37.8045,37.9531,0.783646,1.16543,0.520722,0.372059,0.0017521,0.834568
38.4666,38.4666,0.785398,2,38.0898,38.1303,0.783705,1.17761,0.376845,0.336306,0.00169303,0.822385
38.608,38.608,0.785398,2,38.1163,38.1081,0.783731,1.05549,0.491749,0.499885,0.00166753,0.94451
38.7495,38.7495,0.785398,2,38.541,38.2764,0.783615,1.16842,0.2085,0.473065,0.00178329,0.831581
38.8909,38.8909,0.785398,2,38.6631,38.3614,0.783613,1.17973,0.22773,0.529441,0.0017854,0.820272
39.0323,39.0323,0.785398,2,38.6196,38.1084,0.783548,1.02222,0.412695,0.923862,0.00185023,0.97778
39.1737,39.1737,0.785398,2,39.3308,38.7131,0.783635,1.17765,-0.15713,0.460612,0.00176277,0.822348
39.3151,39.3151,0.785398,2,39.1801,39.3981,0.783508,1.32133,0.135036,-0.0829774,0.0018904,0.678669
39.4566,39.4566,0.785398,2,39.7105,39.0417,0.78321,1.23732,-0.253907,0.414879,0.00218844,0.762681
39.598,39.598,0.785398,2,40.3014,39.6614,0.783017,1.8505,-0.703448,-0.0634299,0.00238113,0.149495
39.7394,39.7394,0.785398,2,40.2352,39.7668,0.782837,1.68844,-0.495764,-0.0274401,0.00256069,0.311561
39.8808,39.8808,0.785398,2,40.0066,39.8781,0.782782,1.32109,-0.125785,0.00268977,0.00261609,0.67891
40.0222,40.0222,0.785398,2,39.4487,39.8241,0.782919,0.713109,0.5735,0.198106,0.00247957,1.28689
40.1637,40.1637,0.785398,2,39.8962,39.9065,0.782885,0.872535,0.267478,0.25712,0.0025133,1.12747
40.3051,40.3051,0.785398,2,40.0402,40.3293,0.782692,1.03921,0.264913,-0.0242327,0.0027057,0.960791
40.4465,40.4465,0.785398,2,39.607,40.2379,0.782551,1.02511,0.839531,0.208598,0.00284699,0.974888
40.5879,40.5879,0.785398,2,40.4459,40.9027,0.782385,1.26146,0.141989,-0.314776,0.00301357,0.738543
40.7294,40.7294,0.785398,2,40.6083,40.8744,0.782483,1.08617,0.121073,-0.145058,0.00291474,0.913834
40.8708,40.8708,0.785398,2,40.9778,40.6425,0.782459,0.89586,-0.107032,0.228262,0.00293947,1.10414
41.0122,41.0122,0.785398,2,41.0847,40.8529,0.782292,0.888245,-0.0724595,0.159273,0.00310588,1.11176
41.1536,41.1536,0.785398,2,41.399,41.248,0.782245,0.994785,-0.245409,-0.0943856,0.00315357,1.00522
41.295,41.295,0.785398,2,41.4238,42.0205,0.78229,1.17898,-0.128758,-0.725499,0.00310845,0.821025
41.4365,41.4365,0.785398,2,41.276,41.9869,0.782264,1.13337,0.160431,-0.550419,0.00313388,0.866629
41.5779,41.5779,0.785398,2,41.4281,41.767,0.782346,1.14046,0.14973,-0.189137,0.00305198,0.859538
41.7193,41.7193,0.785398,2,41.6044,41.6997,0.782519,1.35749,0.114909,0.0196093,0.0028796,0.642507
41.8607,41.8607,0.785398,2,41.705,41.754,0.782324,1.49353,0.155757,0.106687,0.00307387,0.50647
42.0021,42.0021,0.785398,2,42.0603,41.718,0.782368,1.66195,-0.0581183,0.284165,0.0030305,0.338049
42.1436,42.1436,0.785398,2,42.1248,41.782,0.782391,1.6421,0.0187566,0.361515,0.00300715,0.357897
42.285,42.285,0.785398,2,42.4249,42.0477,0.782287,1.9559,-0.139877,0.237322,0.00311113,0.0440996
42.4264,42.4264,0.785398,2,42.6144,42.2789,0.782209,2.18496,-0.188008,0.147495,0.00318897,-0.18496
42.5678,42.5678,0.785398,2,42.4288,42.7958,0.782263,2.17592,0.139046,-0.228003,0.00313557,-0.175924
42.7092,42.7092,0.785398,2,43.1239,42.9777,0.782047,2.30343,-0.414648,-0.268456,0.003351,-0.303434
42.8507,42.8507,0.785398,2,43.1999,43.3244,0.782046,2.19045,-0.349215,-0.473761,0.00335239,-0.190445
42.9921,42.9921,0.785398,2,43.2207,43.0597,0.782063,1.86716,-0.2286,-0.0675937,0.0033355,0.13284
43.1335,43.1335,0.785398,2,43.2632,43.3223,0.782148,1.88891,-0.129717,-0.188754,0.00325063,0.111094
43.2749,43.2749,0.785398,2,43.4487,43.4794,0.782337,2.00976,-0.173759,-0.204476,0.00306142,-0.0097615
43.4164,43.4164,0.785398,2,43.3829,43.4185,0.782314,1.75396,0.0335035,-0.00211775,0.00308368,0.246041
43.5578,43.5578,0.785398,2,43.1443,43.8048,0.782343,1.8162,0.41344,-0.246975,0.00305562,0.1838
43.6992,43.6992,0.785398,2,43.8117,43.95,0.782207,2.1434,-0.112455,-0.250797,0.00319126,-0.143396
43.8406,43.8406,0.785398,2,43.6358,44.7651,0.782122,2.35757,0.204784,-0.92444,0.00327606,-0.357569
43.982,43.982,0.785398,2,44.046,44.6861,0.782098,2.44905,-0.0639336,-0.704017,0.0032997,-0.449053
44.1235,44.1235,0.785398,2,44.3251,44.5698,0.78183,2.55648,-0.201669,-0.446339,0.00356818,-0.55648
44.2649,44.2649,0.785398,2,44.5378,44.2847,0.782135,2.49285,-0.272956,-0.0198078,0.00326325,-0.492848
44.4063,44.4063,0.785398,2,44.3306,44.7401,0.782217,2.5755,0.0757052,-0.333757,0.00318097,-0.5755
44.5477,44.5477,0.785398,2,44.241,44.841,0.782888,2.50337,0.30669,-0.293269,0.00251029,-0.503365
44.6891,44.6891,0.785398,2,44.7719,44.3905,0.783061,2.32431,-0.0827574,0.298612,0.002337,-0.324305
44.8306,44.8306,0.785398,2,44.8893,44.3043,0.783371,2.0962,-0.0587033,0.526307,0.0020267,-0.0962016
44.972,44.972,0.785398,2,44.915,44.8268,0.783285,2.33658,0.0570199,0.14522,0.00211269,-0.336584
45.1134,45.1134,0.785398,2,45.2706,45.3435,0.783342,2.64954,-0.157232,-0.230059,0.00205629,-0.649542
45.2548,45.2548,0.785398,2,45.3637,45.2478,0.783497,2.57416,-0.108826,0.00703735,0.00190145,-0.57416
45.3963,45.3963,0.785398,2,45.6242,45.4354,0.783694,2.74497,-0.22794,-0.039162,0.00170428,-0.74497
45.5377,45.5377,0.785398,2,45.5933,45.8538,0.783913,2.98252,-0.0556221,-0.316078,0.00148478,-0.982524
45.6791,45.6791,0.785398,2,45.9432,45.4284,0.784003,2.78579,-0.264123,0.250651,0.00139467,-0.785794
45.8205,45.8205,0.785398,2,45.731,45.7924,0.783906,2.7251,0.0894802,0.0281059,0.00149255,-0.7251
45.9619,45.9619,0.785398,2,45.6462,45.5878,0.783788,2.57034,0.315776,0.374146,0.00160977,-0.570341
46.1034,46.1034,0.785398,2,46.038,45.7466,0.783869,2.64411,0.0653964,0.356748,0.00152905,-0.644115
46.2448,46.2448,0.785398,2,46.198,46.2549,0.783746,2.66847,0.0467899,-0.0100987,0.00165187,-0.668472
46.3862,46.3862,0.785398,2,46.5991,46.6498,0.783621,2.7771,-0.212942,-0.263641,0.00177702,-0.777101
46.5276,46.5276,0.785398,2,46.4832,46.4679,0.783615,2.64459,0.0444163,0.0597468,0.00178269,-0.644593
46.669,46.669,0.785398,2,46.5118,46.4878,0.783571,2.70361,0.157291,0.181209,0.00182716,-0.703614
46.8105,46.8105,0.785398,2,47.0186,46.719,0.783425,2.88691,-0.20811,0.0914738,0.00197338,-0.886911
46.9519,46.9519,0.785398,2,47.62,47.1777,0.783274,3.14952,-0.668124,-0.225807,0.00212381,-1.14952
47.0933,47.0933,0.785398,2,47.4522,47.2974,0.783594,3.0762,-0.358839,-0.204046,0.00180395,-1.0762
47.2347,47.2347,0.785398,2,47.4493,47.6098,0.783764,3.02981,-0.214596,-0.375037,0.00163386,-1.02981
47.3762,47.3762,0.785398,2,47.7269,47.692,0.783673,3.05169,-0.350767,-0.315821,0.0017254,-1.05169
47.5176,47.5176,0.785398,2,47.4602,47.8879,0.783835,2.94373,0.0573808,-0.370313,0.00156331,-0.943733
47.659,47.659,0.785398,2,47.6893,47.9253,0.783807,3.17212,-0.0303132,-0.266266,0.0015908,-1.17212
47.8004,47.8004,0.785398,2,47.936,47.7872,0.783856,3.06958,-0.135565,0.0132526,0.00154254,-1.06958
47.9418,47.9418,0.785398,2,48.228,48.1926,0.78379,3.29038,-0.286117,-0.250741,0.00160832,-1.29038
48.0833,48.0833,0.785398,2,48.4182,48.483,0.783893,3.2386,-0.33498,-0.399689,0.00150469,-1.2386
48.2247,48.2247,0.785398,2,48.5174,48.664,0.783818,3.13344,-0.292765,-0.439324,0.00158001,-1.13344
48.3661,48.3661,0.785398,2,48.5319,49.2025,0.783979,2.97278,-0.165838,-0.836423,0.00141905,-0.972779
48.5075,48.5075,0.785398,2,48.7881,49.1586,0.784017,2.85983,-0.280574,-0.651086,0.00138088,-0.859834
48.6489,48.6489,0.785398,2,48.8684,48.5999,0.783793,2.83969,-0.219467,0.0490178,0.0016053,-0.839688
48.7904,48.7904,0.785398,2,49.0063,48.766,0.783587,2.87578,-0.215934,0.0243905,0.00181115,-0.875778
48.9318,48.9318,0.785398,2,49.1357,49.1772,0.783833,2.93426,-0.203941,-0.245428,0.00156492,-0.934263
49.0732,49.0732,0.785398,2,48.7995,48.7025,0.783521,2.7854,0.273751,0.370728,0.00187753,-0.785401
49.2146,49.2146,0.785398,2,49.2072,48.8467,0.783386,3.04625,0.00742933,0.367908,0.00201246,-1.04625
49.3561,49.3561,0.785398,2,49.0932,48.9809,0.7834,2.99806,0.262836,0.375177,0.00199828,-0.998055
49.4975,49.4975,0.785398,2,49.2084,48.8637,0.783557,2.98191,0.289123,0.633801,0.00184147,-0.981908
49.6389,49.6389,0.785398,2,49.589,49.1367,0.783265,3.12057,0.0499283,0.502206,0.00213281,-1.12057
49.7803,49.7803,0.785398,2,49.8014,49.8429,0.783206,3.04377,-0.021072,-0.0625965,0.00219201,-1.04377
49.9217,49.9217,0.785398,2,50.0115,49.553,0.783297,2.97649,-0.0897263,0.368721,0.00210163,-0.976494
50.0632,50.0632,0.785398,2,49.8277,50.0617,0.783315,2.97541,0.235477,0.00149953,0.00208285,-0.975411
50.2046,50.2046,0.785398,2,49.9498,49.7338,0.783019,3.16977,0.254815,0.470812,0.00237895,-1.16977
50.346,50.346,0.785398,2,49.8577,49.7096,0.782931,3.39233,0.488287,0.636388,0.00246682,-1.39233
50.4874,50.4874,0.785398,2,50.363,50.1758,0.782389,3.78522,0.124446,0.311581,0.00300959,-1.78522
50.6288,50.6288,0.785398,2,50.7573,51.0563,0.782077,4.05336,-0.128435,-0.42744,0.00332104,-2.05336
50.7703,50.7703,0.785398,2,51.2683,51.023,0.782013,3.9183,-0.49801,-0.252685,0.00338514,-1.9183
50.9117,50.9117,0.785398,2,51.2161,51.2693,0.781872,3.92896,-0.304362,-0.357567,0.00352649,-1.92896
51.0531,51.0531,0.785398,2,51.1587,50.9184,0.78204,3.54639,-0.105564,0.134697,0.00335784,-1.54639
51.1945,51.1945,0.785398,2,51.4463,51.1432,0.782023,3.45864,-0.251818,0.0513494,0.00337489,-1.45864
51.336,51.336,0.785398,2,51.2242,51.6243,0.782131,3.35851,0.111731,-0.28839,0.0032674,-1.35851
51.4774,51.4774,0.785398,2,51.581,51.8879,0.782107,3.3134,-0.103639,-0.410569,0.00329106,-1.3134
51.6188,51.6188,0.785398,2,51.9996,51.863,0.78202,3.24343,-0.380785,-0.244168,0.00337825,-1.24343
51.7602,51.7602,0.785398,2,51.9721,51.8403,0.782065,3.01413,-0.211893,-0.080118,0.00333311,-1.01413
51.9016,51.9016,0.785398,2,51.8279,51.8922,0.781896,2.86371,0.0737135,0.00947492,0.00350226,-0.863706
52.0431,52.0431,0.785398,2,51.7678,52.2252,0.781833,2.90826,0.275292,-0.182114,0.00356552,-0.90826
52.1845,52.1845,0.785398,2,52.0221,52.5427,0.781899,2.92918,0.162419,-0.358215,0.00349947,-0.929176
52.3259,52.3259,0.785398,2,52.1421,52.7059,0.781976,2.79051,0.183791,-0.380009,0.00342168,-0.790507
52.4673,52.4673,0.785398,2,52.4932,52.8826,0.781948,2.77124,-0.0259121,-0.415256,0.00344984,-0.771237
52.6087,52.6087,0.785398,2,52.6652,52.8141,0.782117,2.62621,-0.0564277,-0.20533,0.003281,-0.62621
52.7502,52.7502,0.785398,2,52.6597,52.4718,0.781948,2.417,0.0904397,0.278387,0.00344984,-0.416998
52.8916,52.8916,0.785398,2,52.6725,52.3734,0.781967,2.27222,0.219115,0.518215,0.00343156,-0.272216
53.033,53.033,0.785398,2,53.0153,52.9077,0.78203,2.59663,0.017748,0.125308,0.00336836,-0.596628
53.1744,53.1744,0.785398,2,53.4287,53.4132,0.782137,2.92514,-0.254265,-0.238769,0.00326119,-0.925143
53.3159,53.3159,0.785398,2,53.096,53.6866,0.782082,2.92802,0.219846,-0.370702,0.00331666,-0.928024
53.4573,53.4573,0.785398,2,53.6976,54.2801,0.782065,3.48779,-0.240375,-0.822791,0.00333312,-1.48779
53.5987,53.5987,0.785398,2,53.8188,54.3652,0.7822,3.56995,-0.220135,-0.766521,0.00319813,-1.56995
53.7401,53.7401,0.785398,2,53.2177,54.3251,0.781879,2.30604,0.522461,-0.584996,0.00351873,-0.306035
53.8815,53.8815,0.785398,2,53.5642,53.4353,0.781934,2.24313,0.317358,0.446204,0.00346463,-0.24313
54.023,54.023,0.785398,2,53.9749,53.7735,0.782098,2.07292,0.0480186,0.249446,0.00330056,-0.072925
54.1644,54.1644,0.785398,2,54.1538,53.8183,0.782182,2.04398,0.0106148,0.346053,0.00321577,-0.043982
54.3058,54.3058,0.785398,2,54.7797,53.6857,0.782127,2.13439,-0.473887,0.620102,0.00327152,-0.134394
54.4472,54.4472,0.785398,2,54.527,54.2757,0.782043,1.99395,-0.0797668,0.171562,0.00335493,0.00605496
54.5886,54.5886,0.785398,2,54.694,54.5081,0.782084,1.85345,-0.105383,0.0805714,0.00331424,0.146552
54.7301,54.7301,0.785398,2,55.1575,54.7144,0.782156,1.82897,-0.427407,0.0156401,0.00324223,0.171034
54.8715,54.8715,0.785398,2,55.088,54.5292,0.782253,1.58413,-0.216471,0.342247,0.00314562,0.415867
55.0129,55.0129,0.785398,2,55.2944,54.7433,0.782653,1.73707,-0.281515,0.269633,0.00274557,0.262934
55.1543,55.1543,0.785398,2,55.5468,54.6207,0.78273,1.75332,-0.392451,0.533665,0.00266823,0.246683
55.2958,55.2958,0.785398,2,55.4682,55.1002,0.782821,2.18776,-0.17248,0.195544,0.00257677,-0.187756
55.4372,55.4372,0.785398,2,55.2728,55.1928,0.782975,2.26044,0.164379,0.244382,0.00242268,-0.26044
55.5786,55.5786,0.785398,2,55.3827,55.1603,0.783275,2.39831,0.195859,0.418331,0.0021233,-0.398311
55.72,55.72,0.785398,2,55.5595,55.4104,0.78354,2.65148,0.160522,0.309639,0.00185855,-0.65148
55.8614,55.8614,0.785398,2,55.6958,56.0694,0.78382,2.9015,0.165588,-0.207981,0.00157794,-0.901496
56.0029,56.0029,0.785398,2,55.9328,56.424,0.783813,3.09534,0.0700645,-0.421154,0.00158494,-1.09534
56.1443,56.1443,0.785398,2,55.9534,56.4126,0.783798,3.08599,0.190859,-0.268292,0.00159972,-1.08599
56.2857,56.2857,0.785398,2,56.3389,56.6609,0.78366,3.23445,-0.0531783,-0.375201,0.00173767,-1.23445
56.4271,56.4271,0.785398,2,56.3977,56.9142,0.783695,3.22764,0.0294206,-0.487043,0.00170305,-1.22764
56.5685,56.5685,0.785398,2,56.6509,57.0479,0.783558,3.27395,-0.0823218,-0.479323,0.00184009,-1.27395
56.71,56.71,0.785398,2,56.6679,57.0722,0.783498,3.07903,0.0420175,-0.362242,0.00190009,-1.07903
56.8514,56.8514,0.785398,2,56.7742,57.277,0.78354,3.18908,0.0772105,-0.425608,0.00185841,-1.18908
56.9928,56.9928,0.785398,2,57.035,56.9774,0.78361,3.063,-0.0421861,0.0154012,0.00178866,-1.063
57.1342,57.1342,0.785398,2,57.2629,56.8979,0.783674,3.05162,-0.128629,0.236302,0.0017237,-1.05162
57.2756,57.2756,0.785398,2,57.1074,57.1202,0.783832,3.0889,0.168292,0.155461,0.00156613,-1.0889
57.4171,57.4171,0.785398,2,57.49,57.2804,0.783894,3.12077,-0.0729021,0.136685,0.00150466,-1.12077
57.5585,57.5585,0.785398,2,57.3801,57.3572,0.784101,3.14543,0.178412,0.201245,0.00129757,-1.14543
57.6999,57.6999,0.785398,2,57.7485,56.9355,0.78418,3.22422,-0.0485886,0.764435,0.00121855,-1.22422
57.8413,57.8413,0.785398,2,57.865,57.3227,0.784181,3.24694,-0.0236462,0.518592,0.00121706,-1.24694
57.9828,57.9828,0.785398,2,58.0532,57.6672,0.784325,3.28497,-0.0704256,0.315534,0.00107325,-1.28497
58.1242,58.1242,0.785398,2,58.4243,58.0355,0.78428,3.35785,-0.300138,0.0887132,0.00111846,-1.35785
58.2656,58.2656,0.785398,2,57.9447,58.1649,0.784469,3.41505,0.320858,0.100718,0.000928678,-1.41505
58.407,58.407,0.785398,2,58.2168,58.3224,0.784509,3.36658,0.19026,0.0846408,0.000889172,-1.36658
58.5484,58.5484,0.785398,2,58.5958,58.7019,0.784522,3.39053,-0.0473842,-0.15346,0.000876346,-1.39053
58.6899,58.6899,0.785398,2,58.8874,58.5698,0.784624,3.24536,-0.197501,0.120025,0.000774522,-1.24536
58.8313,58.8313,0.785398,2,59.2305,58.8694,0.784782,3.27166,-0.3992,-0.0380825,0.000615811,-1.27166
58.9727,58.9727,0.785398,2,58.9514,58.7773,0.784839,2.47056,0.0213332,0.195388,0.000559297,-0.470565
59.1141,59.1141,0.785398,2,59.295,58.9296,0.784933,2.239,-0.180845,0.184569,0.000465585,-0.239001
59.2555,59.2555,0.785398,2,59.1703,59.0848,0.78487,1.94681,0.0852942,0.170714,0.000528166,0.0531892
59.397,59.397,0.785398,2,59.4919,59.1808,0.784797,1.92682,-0.0949452,0.216217,0.000600893,0.0731782
59.5384,59.5384,0.785398,2,59.4252,59.7479,0.784817,1.83854,0.113235,-0.2095,0.000581458,0.161461
59.6798,59.6798,0.785398,2,59.8174,59.7876,0.784808,1.78865,-0.137554,-0.107786,0.000590001,0.211349
59.8212,59.8212,0.785398,2,59.7116,60.1439,0.784813,1.5972,0.109588,-0.322682,0.000585409,0.402805
59.9627,59.9627,0.785398,2,59.8869,60.071,0.784864,1.46226,0.0757349,-0.108363,0.000534212,0.537742
60.1041,60.1041,0.785398,2,60.2621,60.2872,0.785008,1.34875,-0.158019,-0.183082,0.000390183,0.651247
60.2455,60.2455,0.785398,2,60.3879,60.1603,0.784974,1.04675,-0.142405,0.0852188,0.00042428,0.953247
60.3869,60.3869,0.785398,2,60.4755,60.1877,0.784925,0.902946,-0.0885333,0.199189,0.000472953,1.09705
60.5283,60.5283,0.785398,2,60.9754,60.2829,0.784885,0.984267,-0.447074,0.245463,0.000513652,1.01573
60.6698,60.6698,0.785398,2,61.063,60.3861,0.784807,0.800021,-0.393234,0.283697,0.000591534,1.19998
60.8112,60.8112,0.785398,2,60.7943,60.4459,0.784711,0.846132,0.0169029,0.365295,0.000686678,1.15387
60.9526,60.9526,0.785398,2,60.733,60.8323,0.784678,0.992789,0.219641,0.120325,0.000720154,1.00721
61.094,61.094,0.785398,2,60.8916,61.5181,0.784851,1.3682,0.202383,-0.424035,0.000546782,0.631797
61.2354,61.2354,0.785398,2,61.2271,61.1069,0.784957,1.5129,0.00835251,0.128541,0.000441646,0.487096
61.3769,61.3769,0.785398,2,61.0999,60.9851,0.784913,1.40881,0.277016,0.391768,0.000485033,0.591191
61.5183,61.5183,0.785398,2,61.7895,61.2161,0.784932,1.59126,-0.271255,0.302151,0.000465885,0.408743
61.6597,61.6597,0.785398,2,62.0579,61.4397,0.785046,1.78772,-0.398156,0.22006,0.00035208,0.212282
